"Lemma","Discriminator","Dialect","Supertype","Morphotype","Features","Sememe","Definition","Examples","Synonyms","Gloss","Frequency","Etymology","Etymological notes"
"piss",,,"NU",,,"qigiwu ",,,,,,,
"piss",,,"V",,"DO","gobuvo ",,,,,,,
"pizza",,,"N",,,"hogebu ",,,,,,,
"place",,,"N",,,"nohuwa ",,,,,,,
"plan",2,,"V",,"DO","zufaqe ",,,,,,,
"plane",,,"N",,,"lawuga ",,,,,,,
"planet",,,"N",,,"pokahi ",,,,,,,
"plank",,,"N",,,"rikoto ",,,,,,,
"plant",1,,"N",,,"dayilu ",,,,,,,
"plastic",,,"NU",,,"giyedo ",,,,,,,
"pocket",,,"N",,,"poyogo ",,,,,,,
"poisonous",,,"AN",,,"desufi ",,,,,,,
"pokemon",,,"N",,,"bayufa ",,,,,,,
"Poland",,,"Name",,,"lubeho ",,,,,,,
"polity",,,"N",,,"guneme ",,,,,,,
"pollen",,,"N",,,"delene ",,,,,,,
"polyhedron",1,,"N",,,"gakujo ",,,,,,,
"poor",,,"AN",,,"sonibe ",,,,,,,
"poor",,,"AN",,,"benala ",,,,,,,
"porpoise",,,"N",,,"gapuga ",,,,,,,
"Portugal",,,"Name",,,"yipeqe ",,,,,,,
"poset",,,"N",,,"tocepo ",,,,,,,
"possess₁",,,"V",,"DO","pocofe ",,,,,,,
"possible",,,"AN",,,"wipiyo ",,,,,,,
"pot",,,"N",,,"fezofa ",,,,,,,
"potassium",,,"NU",,,"neyule ",,,,,,,
"potato",,,"N",,,"guluna ",,,,,,,
"powder",,,"N",,,"fipayi ",,,,,,,
"prairie dog",,,"N",,,"dupusu ",,,,,,,
"precede",,,"V",,"DO","kepipe ",,,,,,,
"precede",,,,,,"yodide ",,,,,,,
"precious",,,"AN",,,"bebuto ",,,,,,,
"prefer",,,"V",,"DO out-of","lubozu ",,,,,,,
"pregnant",,,"AN",,,"bayabi ",,,,,,,
"prehensile",,,"AN",,,"cikuke ",,,,,,,
"premolar",,,"N",,,"macaki ",,,,,,,
"previous",,,,,,"yodide ",,,,,,,
"primate",,,"N",,,"fesayu ",,,,,,,
"prince",,,"N",,,"nudeni ",,,,,,,
"princess",,,"N",,,"nisiju ",,,,,,,
"prion",,,"N",,,"vozenu ",,,,,,,
"probable",,,"AN",,,"jutoki ",,,,,,,
"proboscis",,,"N",,,"lujuto ",,,,,,,
"program",,,"NC",,,"zakelo ",,,,,,,
"property",,,"N",,,"wokifa ",,,,,,,
"proud",,,"AN",,,"caliqi ",,,,,,,
"pruning shears",,,"NPL",,,"zewiya ",,,,,,,
"pulley",,,"N",,,"tuqeyo ",,,,,,,
"pulsar",,,"N",,,"curewi ",,,,,,,
"puma",,,"N",,,"hegilo ",,,,,,,
"pump",,,"V",,"DO","hakure ",,,,,,,
"pumpkin",,,"N",,,"zihowi ",,,,,,,
"punch",,,"V",,"DO","winavi ",,,,,,,
"purple",,,"AN",,,"murolo ",,,,,,,
"push out",,,"V",,"DO","mamuvu ",,,,,,,
"pyjama",,,"N",,,"rapika ",,,,,,,
"quale",,,"N",,,"wiliku ",,,,,,,
"quarantined",,,"AN",,,"sujana ",,,,,,,
"quasar",,,"N",,,"jamebi ",,,,,,,
"quick",,,"AN",,,"denovo ",,,,,,,
"quick",,,"AN",,,"memaku ",,,,,,,
"quipu",,,"N",,,"hodeti ",,,,,,,
"quite",,,,,,"medapa ",,,,,,,
"rabbit",,,"N",,,"tagaze ",,,,,,,
"racoon",,,"N",,,"tarike ",,,,,,,
"radiate",,,"V",,"DO","bujoha ",,,,,,,
"railgun",1,,"N",,,"cawetu ",,,,,,,
"rain",,,"V",,,"nirunu ",,,,,,,
"rainbow",,,"N",,,"vafewi ",,,,,,,
"raise",,,"V",,"DO","hibeto ",,,,,,,
"raise",,,"V",,"DO","bimego ",,,,,,,
"ram",,,"N",,,"temaho ",,,,,,,
"rapid",,,"AN",,,"denovo ",,,,,,,
"rapid",,,"AN",,,"memaku ",,,,,,,
"rat",,,"N",,,"bezeru ",,,,,,,
"rational number",,,"N",,,"beneye ",,,,,,,
"real",,,,,,"tiragu ",,,,,,,
"real number",,,"N",,,"biqoka ",,,,,,,
"rear",,,"V",,"DO","hibeto ",,,,,,,
"reciprocal",,,"N",,"of","pajipa ",,,,,,,
"recur",,,"V",,,"bawugi ",,,,,,,
"red",,,"AN",,,"kukewo ",,,,,,,
"refrigerator",,,"N",,,"lusaya ",,,,,,,
"refuse",,,"V",,"DO","qofido ",,,,,,,
"regret",,,"V",,"DO","zeniwo ",,,,,,,
"regurgitate",,,"V",,"DO","gawobo ",,,,,,,
"reign",,,"V",,"over","gazoga ",,,,,,,
"related",,,"PPTC",,"to","gocika ",,,,,,,
"relinquish",,,"V",,"DO","latusu ",,,,,,,
"remote control",,,"N",,,"vijeda ",,,,,,,
"renowned",,,"AN",,,"mubeha ",,,,,,,
"repetitive",,,"AN",,,"nonasa ",,,,,,,
"replace",,,"V",,"DO in","dehefe ",,,,,,,
"resent",,,"V",,"DO","dawaji ",,,,,,,
"respect",,,"V",,"DO","qiqifu ",,,,,,,
"responsible",,,"AN",,"for","biluwu ",,,,,,,
"rest",,,"V",,,"dizeki ",,,,,,,
"restart",,,"V",,,"casuza ",,,,,,,
"resume",,,"V",,,"casuza ",,,,,,,
"return",,,"V",,"to","vetohi ",,,,,,,
"revere",,,"V",,"DO","bapalo ",,,,,,,
"rhinarium",,,"N",,,"wukomu ",,,,,,,
"rhinovirus",,,"N",,,"rudafo ",,,,,,,
"rhyme",,,"V",,"with","yevasa ",,,,,,,
"rich",,,"AN",,,"pididi ",,,,,,,
"rich",,,"AN",,,"fuqeva ",,,,,,,
"rifle",,,"N",,,"waticu ",,,,,,,
"right",,,,,,"tafaco ",,,,,,,
"right-handed",,,"AN",,,"heyove ",,,,,,,
"ripe",,,"AN",,,"qinevo ",,,,,,,
"ripe",,,"AN",,,"gacelo ",,,,,,,
"river",,,"N",,,"zacoye ",,,,,,,
"road",,,"N",,,"tihoqe ",,,,,,,
"robot",,,"N",,,"qiyimu ",,,,,,,
"rocking chair",,,"N",,,"wowucu ",,,,,,,
"rodent",,,"N",,,"niqoni ",,,,,,,
"roger",,,"INTJ",,,"wepuva ",,,,,,,
"romantic partner",,,"N",,"of","cetefu ",,,,,,,
"root",,,"N",,,"diceva ",,,,,,,
"rose",,,"AN",,,"minequ ",,,,,,,
"rot",,,"V",,,"moqubi ",,,,,,,
"rot",,,"V",,,"nohujo ",,,,,,,
"rubber",,,"NU",,,"wekawo ",,,,,,,
"rug",,,"N",,,"vovodo ",,,,,,,
"rule",,,"V",,"DO","gunuba ",,,,,,,
"ruminate",,,"V",,"DO","cefeka ",,,,,,,
"run",,,"V",,,"hoyogi ",,,,,,,
"Russia",,,"Name",,,"vuwiko ",,,,,,,
"rust",,,"NU",,,"tebivi ",,,,,,,
"rust",,,"V",,,"fobabi ",,,,,,,
"sacred",,,"AN",,,"soqeqa ",,,,,,,
"sad",,,"AN",,,"jojiso ",,,,,,,
"sadden",,,"V",,"DO","tucuzu ",,,,,,,
"saké",,,"NU",,,"kehuna ",,,,,,,
"saliva",,,"NU",,,"gekoto ",,,,,,,
"salivate",,,"V",,,"wilece ",,,,,,,
"salty",,,"AN",,,"tikaji ",,,,,,,
"samurai",,,"N",,,"qotizi ",,,,,,,
"sand",,,"NU",,,"cicuva ",,,,,,,
"sandhill",,,"N",,,"veteju ",,,,,,,
"sap",,,"NU",,,"mucume ",,,,,,,
"sarbecovirus",,,"N",,,"gadiqu ",,,,,,,
"Saturday",,,"N",,,"budala ",,,,,,,
"saucepan",,,"N",,,"morawe ",,,,,,,
"saw",,,"N",,,"sumesi ",,,,,,,
"say",,,"V",,"DO to","daraki ",,,,,,,
"scale",,,"N",,,"jihavo ",,,,,,,
"scaly",,,"AN",,,"yoqido ",,,,,,,
"scandium",,,"NU",,,"vudece ",,,,,,,
"scare",,,"V",,"DO","dumuku 21",,,,,,,
"scared",,,"AN",,"of","dumuku ",,,,,,,
"scared",,,"AN",,,"cibivo ",,,,,,,
"scientist",,,"N",,,"vejawo ",,,,,,,
"scissors",,,"NPL",,,"lesodi ",,,,,,,
"screen",,,"N",,,"nazaqi ",,,,,,,
"screw",,,"N",,,"tibage ",,,,,,,
"screwdriver",,,"N",,,"cowova ",,,,,,,
"scrotum",,,"N",,,"jazamo ",,,,,,,
"sea of clouds",,,"N",,,"zinifa ",,,,,,,
"secateurs",,,"NPL",,,"zewiya ",,,,,,,
"sedenion",,,"N",,,"decasi ",,,,,,,
"see",1,,"V",,"DO","zapiyo ",,,,,,,
"see",2,,"V",,"DO","liwate ",,,,,,,
"see",3,,"V",,"DO","kiwonu ",,,,,,,
"seed",,,"N₁",,,"dorawo ",,,,,,,
"seem",,,"V",,"to+INF","zogido ",,,,,,,
"seize",1,,"V",,"DO","vahati ",,,,,,,
"selenium",,,"NU",,,"nucuvu ",,,,,,,
"senecent",,,"AN",,,"yorero ",,,,,,,
"sensitive",,,"AN",,,"fefezu ",,,,,,,
"serious",,,"AN",,,"lehoma ",,,,,,,
"servant",,,,,,"metayi ",,,,,,,
"set",,,"N",,,"vazuji ",,,,,,,
"seven",,,"AN",,,"zazabo ",,,,,,,
"shadow",,,"N",,"of","rinola ",,,,,,,
"shake",,,"V",,,"davage ",,,,,,,
"shaman",,,"N",,,"juwati ",,,,,,,
"shaman",,,"N",,,"muriso ",,,,,,,
"shark",,,"N",,,"zoriju ",,,,,,,
"sharp",,,"AN",,,"tugugo ",,,,,,,
"she",,,"PRO",,,,,,,,,,
"sheep",,,"N",,,"tenifo ",,,,,,,
"shell",,,"N",,,"micuwu ",,,,,,,
"shield",,,"N",,,"fahazu ",,,,,,,
"ship",,,"N",,,"hunate ",,,,,,,
"shirt",,,"N",,,"bakimi ",,,,,,,
"shit",,,"V",,"DO","himaho ",,,,,,,
"shit",,,"N",,,"mefaki ",,,,,,,
"shiver",,,"V",,,"hakoje ",,,,,,,
"shock",,,"V",,"DO","yumiye 21",,,,,,,
"shock",,,"V",,"DO","riciko 21",,,,,,,
"shocked",,,"AN",,,"sawibu ",,,,,,,
"shoe",,,"N",,,"sehuki ",,,,,,,
"short",,,"AN",,,"dobuhe ",,,,,,,
"shoulder",,,"N",,,"mibuyi ",,,,,,,
"shout",,,"V",,"DO","tayita ",,,,,,,
"shovel",,,"N",,,"rapulu ",,,,,,,
"shrew",,,"N",,,"punora ",,,,,,,
"shrub",1,,"N",,,"butihi ",,,,,,,
"shudder",,,"V",,,"hakoje ",,,,,,,
"shutter",,,"N",,,"zijofu ",,,,,,,
"sibling",,,"N",,"of","petiwi ",,,,,,,
"sick",,,"AN",,,"kiyadu ",,,,,,,
"side",,,"N",,"of","suvafi ",,,,,,,
"sign",,,"N",,"of","gimugu 21",,,,,,,
"silent",,,"AN",,,"fosocu ",,,,,,,
"silicon",,,"NU",,,"dodize ",,,,,,,
"silk",,,"NU",,,"lirihe ",,,,,,,
"silver",,,"NU",,,"zucaco ",,,,,,,
"similar",,,"AN",,"to","nepuqa ",,,,,,,
"simple",,,"AN",,,"vucare ",,,,,,,
"simultaneous",,,"AN",,"with","qakiro ",,,,,,,
"sincere",,,"AN",,,"zezejo ",,,,,,,
"sing",,,"V",,"DO","potubo ",,,,,,,
"sink",,,"V",,,"tutiwu ",,,,,,,
"sinus",,,"N",,,"vopuce ",,,,,,,
"sister",,,"N",,"of","lirevu ",,,,,,,
"six",,,"AN",,,"juhazo ",,,,,,,
"skin",,,"N",,,"zowima ",,,,,,,
"sky",,,"N",,,"zayawa ",,,,,,,
"sleep",,,"V",,,"sevudo ",,,,,,,
"sleeping bag",,,"N",,,"resiti ",,,,,,,
"slipper",,,"N",,,"yokine ",,,,,,,
"slippery",,,"AN",,,"daqatu ",,,,,,,
"slope",,,"N",,,"nedaza ",,,,,,,
"slow",,,"AN",,,"koheju ",,,,,,,
"slow",,,"AN",,,"govuka ",,,,,,,
"smart",,,"AN",,,"vaquni ",,,,,,,
"smartphone",,,"N",,,"punoye ",,,,,,,
"smoke",,,"N",,,"sesina ",,,,,,,
"smolder",,,"V",,,"goteho ",,,,,,,
"snake",,,"N",,,"kisudo ",,,,,,,
"sneeze",,,"V",,,"yobezi ",,,,,,,
"snore",,,"V",,,"qodebe ",,,,,,,
"snow",,,"NU",,,"ladata ",,,,,,,
"snow",,,"V",,,"sewaza ",,,,,,,
"snowflake",,,"N",,,"lagegu ",,,,,,,
"so",1,,"PROS",,,,"⦃sentence anaphora⦄",,,,,,
"so",2,,"ADM",,,,"so much",,,,,,
"so",,,"ADV",,,,,,,,,,
"so that",,,"COO",,,,,,,,,,
"soap",,,"N",,,"capivu ",,,,,,,
"society",,,"N",,,"maropa ",,,,,,,
"sock",,,"N",,,"zoqudi ",,,,,,,
"sodium",,,"NU",,,"lejufi ",,,,,,,
"sofa",,,"N",,,"giroye ",,,,,,,
"software",,,"NU",,,"zakelo ",,,,,,,
"solar panel",,,"N",,,"sohumo ",,,,,,,
"solar system",,,"N",,,"botojo ",,,,,,,
"soldier",,,"N",,,"namoko ",,,,,,,
"some",,,"DET",,,"saruyo ",,,,,,,
"son",,,"N",,"of","pudayi ",,,,,,,
"song",,,"N",,,"gigiwe ",,,,,,,
"soon",1,,"AV",,,"megoji ",,,,,,,
"sound",,,"N",,,"zuqapi ",,,,,,,
"soup",,,"NU",,,"wecuha ",,,,,,,
"sour",,,"AN",,,"yemape ",,,,,,,
"South America",,,"Name",,,"tomusu ",,,,,,,
"South America",,,"Name",,,"zivete ",,,,,,,
"South Korea",,,"Name",,,"fawizu ",,,,,,,
"soy sauce",,,"NU",,,"roneli ",,,,,,,
"Spain",,,"Name",,,"rakiqo ",,,,,,,
"speak",1,,"V",,"to","juweku ",,,,,,,
"speak",2,,"V",,"DO","livehi ",,,,,,,
"spear",,,"N",,,"luhepi ",,,,,,,
"spermatozoid",,,"N",,,"wuduvu ",,,,,,,
"spider",,,"N",,,"puguda ",,,,,,,
"spit",,,"V",,"DO","yegara ",,,,,,,
"spoon",,,"N",,,"cudalo ",,,,,,,
"spring",,,"N",,,"detuto ",,,,,,,
"springtime",,,"N",,,"detuto ",,,,,,,
"square",,,"N",,"of","movuli ",,,,,,,
"square",,,"N",,,"fobida ",,,,,,,
"square root",,,"N",,"of","movuli 21",,,,,,,
"square",2,,"N",,,"duyuco ",,,,,,,
"squeeze",,,"V",,"DO","heyumi ",,,,,,,
"stab",,,"V",,"DO","jumeju ",,,,,,,
"staircase",,,"N",,,"pulara ",,,,,,,
"stairway",,,"N",,,"pulara ",,,,,,,
"star",,,"N",,,"sawahe ",,,,,,,
"start",,,"V",,"to","zudeve ",,,,,,,
"start",,,"V",,,"nobawe ",,,,,,,
"state",1,,"N",,,"qigofu ",,,,,,,
"state",2,,"N",,,"guneme ",,,,,,,
"stellar body",,,"N",,,"docuga ",,,,,,,
"step",,,"V",,,"zukeca ",,,,,,,
"stick",,,"V",,"to","gefaba ",,,,,,,
"stimulus",,,"N",,,"ruqewe ",,,,,,,
"sting",,,"V",,"DO","dodoqa ",,,,,,,
"stone",1,,"N",,,"huloma ",,,,,,,
"storm",,,"N",,,"vawede ",,,,,,,
"story",,,"N",,,"sewema ",,,,,,,
"stove",,,"N",,,"tagowu ",,,,,,,
"straight",,,"AN",,,"suluwa ",,,,,,,
"straight line",,,"N",,,"laziwa ",,,,,,,
"strange",,,"AN",,,"cavoyo ",,,,,,,
"strawberry",,,"N",,,"vojovu ",,,,,,,
"street",,,"N",,,"zuhiku ",,,,,,,
"stressed",,,"AN",,,"nasaqu ",,,,,,,
"stroke",,,"V",,"DO","gunoqo ",,,,,,,
"strong",,,"AN",,,"zudoho ",,,,,,,
"student",,,"N",,,"tasiqa ",,,,,,,
"study",,,"V",,"DO","buwabo ",,,,,,,
"stunned",,,"AN",,,"sawibu ",,,,,,,
"subsequence",,,"N",,"of","sehiva ",,,,,,,
"substance",,,"N",,,"kunido ",,,,,,,
"succeed",,,"V",,"DO","tewuhi ",,,,,,,
"successor",,,,,,"mafeyo number",,,,,,,
"suggest",,,"V",,"DO to","neqima ",,,,,,,
"sulfur",,,"NU",,,"bidevo ",,,,,,,
"sum",,,"N",,"of","zeluwi ",,,,,,,
"sum",,,"N",,"of","cisiwe ",,,,,,,
"summer",,,"N",,,"zuvalu ",,,,,,,
"summertime",,,"N",,,"zuvalu ",,,,,,,
"Sunday",,,"N",,,"kilesi ",,,,,,,
"surgeon",,,"N",,,"godaci ",,,,,,,
"surpass",,,"V",,"DO in","limege ",,,,,,,
"surprised",,,"AN",,,"zijaki ",,,,,,,
"survive",,,"V",,"DO","sunoqi ",,,,,,,
"swallow",,,"V",,"DO","saloti ",,,,,,,
"swamp",,,"N",,,"zayaze ",,,,,,,
"sweat",,,"V",,"DO","zimazi ",,,,,,,
"sweat",,,"V",,"DO","pehuwi ",,,,,,,
"sweater",,,"N",,,"rifato ",,,,,,,
"sweet potato",,,"N",,,"dafoli ",,,,,,,
"swollen",,,"AN",,,"yovaso ",,,,,,,
"swoop",,,"V",,,"guqita ",,,,,,,
"sword",,,"N",,,"watuta ",,,,,,,
"syringe",,,"N",,,"wojede ",,,,,,,
"table₁",,,"N",,,"yohaye ",,,,,,,
"taboo",,,"AN",,,"rijapa ",,,,,,,
"tail",,,"N",,,"fuvika ",,,,,,,
"tailless",,,"AN",,,"sozuju ",,,,,,,
"take care",,,"V",,"of","keyepe ",,,,,,,
"take part",,,"V",,"in","gutime ",,,,,,,
"take",1,,"V",,"DO","vahati ",,,,,,,
"talented",,,"AN",,,"jorapa ",,,,,,,
"talk",1,,"V",,"to","juweku ",,,,,,,
"tall",,,"AN",,,"kiripa ",,,,,,,
"tame",,,"AN",,,"huwudo ",,,,,,,
"tame",,,"AN",,,"pevobo ",,,,,,,
"tangled",,,"AN",,,"laqame ",,,,,,,
"tank",,,"N",,,"koyala ",,,,,,,
"tautology",,,"N",,,"habohi ",,,,,,,
"tea",,,"N",,,"tebika ",,,,,,,
"teacher",,,"N",,,"ciwibe ",,,,,,,
"teaspoon",,,"N",,,"sazahu ",,,,,,,
"teepee",,,"N",,,"yivubu ",,,,,,,
"telephone",,,"N",,,"suzezo ",,,,,,,
"television",,,"N",,,"tizehu ",,,,,,,
"tempt",,,"V",,"DO","fuvuti ",,,,,,,
"tempting",,,"AN",,"to","fuvuti ",,,,,,,
"ten",,,"AN",,,"lebuku ",,,,,,,
"tend",,,"V",,"to+INF","qowahi ",,,,,,,
"tent",,,"N",,,"fuyaki ",,,,,,,
"tentacle",,,"N",,,"regara ",,,,,,,
"tetrahedron",,,"N",,,"kibula ",,,,,,,
"than",,,"P",,,,,,,,,,
"thank",,,"V",,"DO","cokeyu ",,,,,,,
"thankful",,,"AN",,"to for","hazoya ",,,,,,,
"thankful",,,"AN",,"to for","heyimu ",,,,,,,
"that",3,,"SUBR",,,,,,,,,,
"that",1,,"D",,,"nelisi ",,,,,,,
"that",2,,"D",,,"gatabi ",,,,,,,
"the Bolzmann constant",,,"DP",,,"woyasi ",,,,,,,
"the number eight",,,"DP",,,"qafaho ",,,,,,,
"the number eleven",,,"DP",,,"rawoze ",,,,,,,
"the number five",,,"DP",,,"zohoki ",,,,,,,
"the number four",,,"DP",,,"punuza ",,,,,,,
"the number nine",,,"DP",,,"yogemi ",,,,,,,
"the number one",,,"DP",,,"gosiwi ",,,,,,,
"the number pi",,,"DP",,,"kuyale ",,,,,,,
"the number seven",,,"DP",,,"kizinu ",,,,,,,
"the number six",,,"DP",,,"kumozi ",,,,,,,
"the number ten",,,"DP",,,"piname ",,,,,,,
"the number three",,,"DP",,,"royomi ",,,,,,,
"the number twelve",,,"DP",,,"tuhewa ",,,,,,,
"the number two",,,"DP",,,"jicili ",,,,,,,
"the number zero",,,"DP",,,"deneyu ",,,,,,,
"the real world",,,"DP",,,"bumizi ",,,,,,,
"the same",,,"DP",,"as","suyelu ",,,,,,,
"the speed of light",,,"DP",,,"culumo ",,,,,,,
"the universe",,,"DP",,,"hisabo ",,,,,,,
"the",1,,"D",,,"-","⦃named bound variable determiner⦄",,,,,,
"the",2,,"D",,,"-","⦃kind determiner⦄",,,,,,
"the",3,,"D",,,,"⦃exhaustivity determiner⦄",,,,,,
"the",4,,"D",,,,"⦃contextual salient instance⦄",,,,,,
"the",5,,"D",,,,"⦃possessive⦄",,,,,,
"the",6,,"D",,,,"⦃familiar name determiner⦄ ⁅colloquial⁆",,,,,,
"the",7,,"D",,,,"⦃best⦄",,,,,,
"the",8,,"D",,,,"⦃demonym article⦄",,,,,,
"their",,,"D",,,,,,,,,,
"then",,,"ADV",,,,,,,,,,
"there",,,"ADV",,,,,,,,,,
"thermometer",,,"N",,,"kituji ",,,,,,,
"they",,,"PRO",,,,,,,,,,
"thing",1,,"N",,,"gisiwu ",,,,,,,
"think",2,,"V",,"DO","hocobo ",,,,,,,
"this",1,,"D",,,"zukuye ",,,,,,,
"thorn",,,"N",,,"qewapi ",,,,,,,
"thought",2,,"N",,,"javalu ",,,,,,,
"three",,,"AN",,,"kiraya ",,,,,,,
"through",,,,,,"foqeso ",,,,,,,
"through stone",,,"N",,,"piqome ",,,,,,,
"throw",,,"V",,"DO","dilere ",,,,,,,
"Thursday",,,"N",,,"fiberi ",,,,,,,
"tiger",,,"N",,,"regiya ",,,,,,,
"time",,,"N",,,"levege ",,,,,,,
"timespan",,,"N",,,"gegulu ",,,,,,,
"tire",,,"N",,,"tarevo ",,,,,,,
"titanium",,,"NU",,,"darome ",,,,,,,
"to",1,,"PRT",,,,"⦃infinitive constructor⦄",,,,,,
"to",2,,"PRT",,,,"in order to",,,,,,
"to",3,,"P",,,,"⦃dative preposition⦄",,,,,,
"to",4,,"P",,,,"to destination or final location …",,,,,,
"to",5,,"P",,,,"with result …",,,,,,
"toe",,,"N",,,"tabuze ",,,,,,,
"together with",,,"NCOO",,,"nawulu ",,,,,,,
"toilet",,,"N",,,"vuvifo ",,,,,,,
"tomato",1,,"N",,,"yodava ",,,,,,,
"tomato",2,,"N",,,"seruwi ",,,,,,,
"tongue",,,"N",,,"rofoga ",,,,,,,
"too",,,"FOC",,,"yohecu ",,,,,,,
"too",,,"FOC",,,"sucuyi ",,,,,,,
"toolbox",,,"N",,,"tajufo ",,,,,,,
"tooth",,,"N",,,"yapahi ",,,,,,,
"tornado",,,"N",,,"rekomo ",,,,,,,
"torso",,,"N",,,"lukaso ",,,,,,,
"touch",,,"V",,"DO","jepeno ",,,,,,,
"towel",,,"N",,,"peyesi ",,,,,,,
"toy",,,"N",,,"badiqo ",,,,,,,
"traffic light",,,"N",,,"pebino ",,,,,,,
"train",,,"N",,,"tewesa ",,,,,,,
"trait",,,"N",,,"wokifa ",,,,,,,
"transparent",,,"AN",,,"cageki ",,,,,,,
"treat",,,"V",,"DO","fonigo ",,,,,,,
"tree",1,,"N",,,"tiliva ",,,,,,,
"tree",2,,"N",,,"tagiqa ",,,,,,,
"tremble",,,"V",,,"davage ",,,,,,,
"triangle",,,"N",,,"yifoti ",,,,,,,
"tricycle",,,"N",,,"nocawu ",,,,,,,
"trousers",,,"NPL",,,"fehuci ",,,,,,,
"trowel",,,"N",,,"tazoba ",,,,,,,
"true",,,"AN",,,"tunabe ",,,,,,,
"trumpet",,,"N",,,"getupa ",,,,,,,
"trunk",,,"N",,,"lukaso ",,,,,,,
"trust",,,"V",,"DO","jazega ",,,,,,,
"try",,,"V",,"DO","dubanu ",,,,,,,
"tsunami",,,"N",,,"bifune ",,,,,,,
"tube",,,"N",,,"juboru ",,,,,,,
"tubercule",,,"N",,,"fucono ",,,,,,,
"Tuesday",,,"N",,,"qeyawe ",,,,,,,
"turquoise",,,"AN",,,"rubuho ",,,,,,,
"tusk",,,"N",,,"fumuyo ",,,,,,,
"TV",,,"N",,,"tizehu ",,,,,,,
"twelve",,,"AN",,,"codito ",,,,,,,
"twin",,,"N",,"of","walugu ",,,,,,,
"two",,,"AN",,,"qudase ",,,,,,,
"type",,,"N",,"of","fukepa ",,,,,,,
"typewriter",,,"N",,,"ticoke ",,,,,,,
"umami",,,"AN",,,"qivuge ",,,,,,,
"umbrella",,,"N",,,"gewina ",,,,,,,
"uncommon",,,"AN",,,"yesuru ",,,,,,,
"underpant",,,"N",,,"bufajo ",,,,,,,
"understand",,,"V",,"DO","cimana ",,,,,,,
"underwear",,,"N",,,"bufajo ",,,,,,,
"unguligrade",,,"N",,,"wivuno ",,,,,,,
"unicorn",,,"N",,,"zemama ",,,,,,,
"unimportant",,,"AN",,,"wosimu ",,,,,,,
"untrue",1,,"AN",,,"maruhe ",,,,,,,
"unwealthy",,,"AN",,,"benala ",,,,,,,
"up",,,"ADV",,,,,,,,,,
"upriver",,,"AV",,,"zaluve ",,,,,,,
"urinate",,,"V",,"DO","gobuvo ",,,,,,,
"urine",,,"NU",,,"qigiwu ",,,,,,,
"using",,,,,,"yutigo ",,,,,,,
"uvula",,,"N",,,"qesotu ",,,,,,,
"vacuum cleaner",,,"N",,,"vuhulu ",,,,,,,
"vagina",,,"N",,,"sitobi ",,,,,,,
"valley",,,"N",,,"rolani ",,,,,,,
"vanadium",,,"NU",,,"cebate ",,,,,,,
"varied",,,"AN",,,"yoyuqa ",,,,,,,
"vegetarian",,,"N",,,"jidumo ",,,,,,,
"vegetarian",,,"AN",,,"jidumo ",,,,,,,
"vehicle",,,"N",,,"tuhoyo ",,,,,,,
"velvet",,,"NU",,,"vetejo ",,,,,,,
"venerate",,,"V",,"DO","bapalo ",,,,,,,
"ventilator",,,"N",,,"suhifu ",,,,,,,
"vibrissa",,,"N",,,"niruva ",,,,,,,
"video",,,"N",,,"vetibo ",,,,,,,
"vine",,,"N",,,"segopu ",,,,,,,
"violet",,,"AN",,,"togafa ",,,,,,,
"violin",,,"N",,,"zicela ",,,,,,,
"viroid",,,"N",,,"puqoqo ",,,,,,,
"virtuous",,,"AN",,,"rezica ",,,,,,,
"virus",,,"N",,,"nabupa ",,,,,,,
"visit",,,"V",,"DO","wacuda ",,,,,,,
"vitamin",,,"N",,,"vobuzu ",,,,,,,
"vodka",,,"NU",,,"naluri ",,,,,,,
"voice",,,"N",,"of","vokeli 21",,,,,,,
"voice",,,"N",,,"viduku ",,,,,,,
"volcano",,,"N",,,"hotuna ",,,,,,,
"volunteer",,,"V",,"for","weweqi ",,,,,,,
"vomite",,,"V",,"DO","gawobo ",,,,,,,
"vulva",,,"N",,,"terudi ",,,,,,,
"waist",,,"N",,,"juziqo ",,,,,,,
"wait",,,"V",,"for to+INF","boyova ",,,,,,,
"wait",,,"V",,"for","goveda ",,,,,,,
"walk",,,"V",,,"qetufo ",,,,,,,
"walkie-talkie",,,"N",,"C ","joyibo ",,,,,,,
"walnut tree",,,"N",,"C ","cehagu ",,,,,,,
"walrus",,,"N",,"C ","bumase ",,,,,,,
"want",,,"V",,"DO","feyibi ",,,,,,,
"wash",,,"V",,"DO","ciyote ",,,,,,,
"washing machine",,,"N",,"C ","ranimo ",,,,,,,
"wasp",,,"N",,"C ","donala ",,,,,,,
"water",,,"N",,"U ","seliwa ",,,,,,,
"waterfall",,,"N",,"C ","walavu ",,,,,,,
"watering can",,,"N",,"C ","wowube ",,,,,,,
"watermelon",,,"N",,"C ","walaji ",,,,,,,
"wax",,,"N",,"U ","wapube ",,,,,,,
"way",,,"N",,,,,,,,,,
"we",1,,"PRO",,,"wezuti ",,,,,,,
"weak",,,"AN",,,"nomiwu ",,,,,,,
"wealthy",,,"AN",,,"fuqeva ",,,,,,,
"weapon",,,"N",,,"pizufe ",,,,,,,
"weave",,,"V",,"DO","rifanu ",,,,,,,
"Wednesday",,,"N",,,"jabeqi ",,,,,,,
"weekend",,,"N",,,"miliwo ",,,,,,,
"weekly",,,"AV",,,"baziso ",,,,,,,
